age,setting_count
0,0
1,0
2,0
3,1725
4,5241
5,5761
6,5788
7,5766
8,5684
9,5737
10,5808
11,5973
12,6068
13,6098
14,6174
15,6288
16,6298
17,5481
18,3823
19,3395
20,3315
21,3014
22,2606
23,2045
24,1687
25,1499
26,1336
27,1225
28,1083
29,1032
30,940
31,950
32,867
33,788
34,865
35,798
36,843
37,788
38,748
39,817
40,819
41,710
42,739
43,651
44,655
45,681
46,589
47,622
48,637
49,608
50,579
51,520
52,582
53,560
54,519
55,500
56,464
57,404
58,412
59,349
60,287
61,255
62,218
63,215
64,192
65,106
66,103
67,75
68,52
69,44
70,29
71,33
72,27
73,25
74,15
75,16
76,4
77,4
78,0
79,4
80,2
81,7
82,2
83,1
84,15
