age,setting_count
0,196
1,577
2,662
3,4667
4,5390
5,5521
6,9891
7,10247
8,9927
9,9844
10,9783
11,10009
12,10203
13,10419
14,10706
15,10785
16,10731
17,11018
18,6142
19,3969
20,2990
21,2923
22,2849
23,2887
24,3069
25,485
26,490
27,515
28,555
29,545
30,378
31,356
32,376
33,335
34,389
35,394
36,411
37,391
38,423
39,457
40,466
41,456
42,463
43,461
44,421
45,383
46,405
47,348
48,386
49,291
50,401
51,371
52,416
53,386
54,404
55,327
56,374
57,312
58,356
59,387
60,329
61,317
62,343
63,351
64,379
65,283
66,323
67,312
68,251
69,170
70,110
71,120
72,109
73,112
74,102
75,70
76,60
77,65
78,77
79,51
80,29
81,35
82,32
83,31
84,25
