age,setting_count
0,3263
1,16394
2,28162
3,29526
4,29159
5,44058
6,42861
7,42698
8,42131
9,41899
10,42726
11,43587
12,43434
13,43415
14,44317
15,46102
16,45585
17,45821
18,38329
19,39401
20,39693
21,41766
22,41942
23,43193
24,45616
25,46878
26,2205
27,2119
28,2170
29,2144
30,2650
31,2571
32,2569
33,2551
34,2608
35,2545
36,2589
37,2577
38,2476
39,2615
40,2769
41,2710
42,2517
43,2569
44,2456
45,2637
46,2697
47,2801
48,2897
49,2749
50,2681
51,2034
52,1929
53,1962
54,1818
55,1584
56,1514
57,1392
58,1290
59,1290
60,993
61,946
62,896
63,870
64,841
65,367
66,383
67,381
68,359
69,332
70,92
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
