age,setting_count
0,287
1,946
2,1071
3,18704
4,22191
5,23636
6,39838
7,40724
8,40503
9,40661
10,40887
11,43680
12,44418
13,45654
14,44820
15,45337
16,46129
17,46788
18,23396
19,19241
20,17148
21,17192
22,16846
23,16999
24,16599
25,1791
26,1913
27,2003
28,2119
29,2194
30,1473
31,1471
32,1449
33,1509
34,1551
35,1515
36,1630
37,1605
38,1750
39,1813
40,1848
41,1935
42,2062
43,1905
44,1850
45,1779
46,1831
47,1737
48,1847
49,1454
50,1638
51,1596
52,1573
53,1649
54,1637
55,1578
56,1576
57,1517
58,1547
59,1603
60,1327
61,1439
62,1538
63,1657
64,1760
65,1146
66,1216
67,1100
68,943
69,743
70,437
71,474
72,464
73,456
74,447
75,228
76,196
77,239
78,214
79,230
80,90
81,64
82,90
83,77
84,71
