age,setting_count
0,47
1,914
2,2444
3,2833
4,3233
5,3151
6,3356
7,3227
8,3075
9,2766
10,2771
11,2667
12,2960
13,2561
14,2592
15,2904
16,2858
17,2958
18,3202
19,3169
20,3454
21,2964
22,2511
23,2308
24,1860
25,362
26,342
27,411
28,358
29,320
30,284
31,278
32,270
33,264
34,241
35,289
36,307
37,275
38,266
39,225
40,247
41,201
42,223
43,161
44,182
45,193
46,216
47,224
48,236
49,214
50,355
51,205
52,200
53,174
54,182
55,104
56,143
57,101
58,129
59,86
60,106
61,110
62,82
63,70
64,51
65,35
66,23
67,23
68,23
69,30
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
