age,setting_count
0,114
1,268
2,1468
3,2515
4,2491
5,2552
6,2694
7,2875
8,2863
9,2551
10,2390
11,2482
12,2558
13,2495
14,2686
15,2912
16,3053
17,2891
18,3117
19,2797
20,3063
21,2783
22,2131
23,1528
24,1182
25,257
26,214
27,254
28,239
29,192
30,194
31,166
32,179
33,171
34,165
35,218
36,194
37,216
38,188
39,208
40,211
41,165
42,166
43,167
44,214
45,212
46,173
47,224
48,216
49,242
50,277
51,224
52,223
53,230
54,209
55,112
56,124
57,98
58,100
59,92
60,110
61,86
62,72
63,92
64,54
65,28
66,23
67,31
68,43
69,42
70,0
71,2
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
