age,setting_count
0,0
1,0
2,0
3,1927
4,1840
5,9178
6,17700
7,34068
8,40544
9,37899
10,41689
11,40227
12,38802
13,37500
14,35460
15,29422
16,27546
17,27241
18,19734
19,18880
20,10156
21,9976
22,10739
23,10783
24,11020
25,3102
26,3107
27,2798
28,2900
29,2630
30,2089
31,1795
32,1794
33,1987
34,1967
35,1781
36,1604
37,1616
38,1726
39,1586
40,1725
41,1363
42,1277
43,1262
44,1333
45,1245
46,1146
47,1137
48,1098
49,1177
50,908
51,933
52,911
53,835
54,857
55,906
56,725
57,767
58,701
59,748
60,559
61,497
62,492
63,415
64,403
65,418
66,477
67,424
68,381
69,307
70,272
71,243
72,166
73,131
74,104
75,141
76,131
77,99
78,111
79,129
80,80
81,34
82,48
83,45
84,160
