age,setting_count
0,0
1,1
2,0
3,4866
4,4389
5,4300
6,6951
7,7752
8,7711
9,7932
10,7766
11,7984
12,7971
13,8124
14,8176
15,7959
16,7414
17,6700
18,5431
19,4343
20,3685
21,2961
22,1921
23,946
24,810
25,582
26,426
27,359
28,333
29,348
30,250
31,246
32,233
33,226
34,257
35,288
36,274
37,295
38,288
39,265
40,213
41,197
42,188
43,181
44,186
45,179
46,177
47,165
48,160
49,131
50,119
51,68
52,74
53,80
54,74
55,69
56,70
57,71
58,62
59,65
60,0
61,4
62,2
63,1
64,1
65,0
66,0
67,2
68,1
69,1
70,0
71,1
72,0
73,0
74,2
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
