age,setting_count
0,0
1,0
2,0
3,2641
4,2353
5,2355
6,3941
7,4477
8,4395
9,4405
10,4418
11,4390
12,4311
13,4841
14,5160
15,5362
16,5513
17,4996
18,4282
19,3818
20,3442
21,2889
22,1889
23,933
24,659
25,512
26,350
27,333
28,313
29,281
30,243
31,202
32,203
33,221
34,178
35,230
36,258
37,248
38,260
39,301
40,174
41,164
42,186
43,200
44,183
45,156
46,169
47,137
48,129
49,132
50,131
51,61
52,57
53,65
54,64
55,81
56,63
57,71
58,77
59,57
60,0
61,2
62,2
63,0
64,2
65,1
66,2
67,2
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
