age,setting_count
0,69
1,303
2,1607
3,2232
4,2342
5,2311
6,2416
7,2762
8,2636
9,2313
10,2291
11,2271
12,2271
13,2474
14,2667
15,2937
16,3325
17,2948
18,3293
19,3192
20,3165
21,2854
22,2224
23,1614
24,1194
25,271
26,284
27,287
28,238
29,239
30,221
31,208
32,185
33,176
34,173
35,280
36,219
37,244
38,242
39,241
40,226
41,203
42,189
43,211
44,191
45,229
46,226
47,263
48,237
49,268
50,254
51,252
52,257
53,217
54,276
55,117
56,121
57,116
58,116
59,103
60,99
61,103
62,101
63,85
64,61
65,30
66,28
67,29
68,47
69,61
70,3
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
