age,setting_count
0,0
1,0
2,0
3,1384
4,6199
5,6975
6,6878
7,6788
8,6683
9,6638
10,6844
11,6890
12,7086
13,6967
14,6962
15,6855
16,6489
17,5220
18,3527
19,3519
20,3278
21,2872
22,2411
23,1911
24,1525
25,1416
26,1424
27,1209
28,1102
29,1021
30,959
31,908
32,857
33,786
34,853
35,772
36,730
37,755
38,792
39,807
40,847
41,733
42,750
43,720
44,689
45,680
46,606
47,647
48,651
49,608
50,556
51,552
52,483
53,493
54,461
55,468
56,424
57,353
58,308
59,316
60,248
61,258
62,222
63,192
64,142
65,94
66,96
67,78
68,49
69,43
70,40
71,35
72,21
73,23
74,8
75,5
76,17
77,12
78,8
79,5
80,10
81,0
82,0
83,0
84,3
