age,setting_count
0,128
1,395
2,2040
3,2769
4,2801
5,2702
6,3063
7,3479
8,3263
9,3127
10,3009
11,2824
12,2939
13,3014
14,3240
15,3360
16,3814
17,3733
18,4063
19,3649
20,3743
21,3198
22,2491
23,1866
24,1674
25,402
26,331
27,355
28,302
29,262
30,230
31,202
32,248
33,233
34,245
35,315
36,291
37,276
38,276
39,247
40,249
41,240
42,248
43,247
44,234
45,252
46,285
47,279
48,319
49,272
50,280
51,245
52,259
53,239
54,247
55,136
56,157
57,118
58,121
59,123
60,117
61,89
62,89
63,110
64,70
65,32
66,31
67,25
68,53
69,51
70,5
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
