age,setting_count
0,239
1,514
2,1694
3,2337
4,2509
5,2663
6,2581
7,2685
8,2425
9,2423
10,2355
11,2221
12,2221
13,2143
14,2306
15,2558
16,2665
17,3198
18,4100
19,4597
20,5141
21,4486
22,3314
23,2380
24,1688
25,367
26,330
27,263
28,227
29,220
30,199
31,212
32,174
33,200
34,148
35,232
36,196
37,202
38,191
39,190
40,197
41,170
42,158
43,193
44,178
45,167
46,194
47,186
48,198
49,184
50,230
51,169
52,163
53,175
54,177
55,115
56,108
57,101
58,93
59,86
60,108
61,121
62,105
63,119
64,95
65,57
66,30
67,13
68,24
69,40
70,5
71,5
72,6
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
