age,setting_count
0,261
1,548
2,2198
3,3044
4,3391
5,3414
6,3920
7,4413
8,4207
9,3953
10,3940
11,3797
12,3936
13,3817
14,3957
15,4122
16,4030
17,3471
18,3325
19,3312
20,3732
21,3052
22,2465
23,2027
24,1794
25,466
26,492
27,468
28,453
29,393
30,387
31,379
32,343
33,309
34,304
35,421
36,442
37,408
38,385
39,370
40,392
41,314
42,298
43,269
44,291
45,259
46,292
47,316
48,346
49,311
50,435
51,322
52,328
53,317
54,290
55,172
56,164
57,174
58,176
59,154
60,161
61,156
62,104
63,115
64,86
65,50
66,29
67,33
68,46
69,65
70,4
71,3
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
