age,setting_count
0,176
1,264
2,1501
3,2252
4,2692
5,2683
6,2956
7,3406
8,3134
9,2891
10,3102
11,2702
12,2882
13,2925
14,3151
15,3451
16,3480
17,3676
18,4268
19,4116
20,4585
21,3575
22,2577
23,1968
24,1389
25,376
26,311
27,277
28,270
29,238
30,227
31,206
32,166
33,176
34,191
35,239
36,218
37,221
38,199
39,197
40,199
41,166
42,171
43,152
44,181
45,225
46,184
47,207
48,206
49,242
50,260
51,165
52,187
53,171
54,197
55,87
56,96
57,88
58,96
59,95
60,99
61,100
62,81
63,83
64,61
65,18
66,23
67,23
68,41
69,59
70,3
71,0
72,4
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
