age,setting_count
0,0
1,0
2,0
3,2192
4,3561
5,6273
6,6543
7,6474
8,6358
9,6161
10,6674
11,6722
12,6629
13,6455
14,5813
15,6060
16,6323
17,6701
18,4478
19,3460
20,2929
21,3105
22,2211
23,1866
24,1415
25,1425
26,1338
27,1347
28,1257
29,1322
30,825
31,720
32,763
33,819
34,719
35,592
36,567
37,563
38,605
39,560
40,488
41,487
42,471
43,518
44,508
45,429
46,498
47,522
48,469
49,521
50,469
51,444
52,514
53,432
54,451
55,356
56,342
57,304
58,321
59,303
60,248
61,225
62,218
63,199
64,170
65,79
66,66
67,73
68,60
69,56
70,47
71,54
72,55
73,72
74,40
75,44
76,7
77,9
78,8
79,11
80,8
81,4
82,4
83,6
84,24
