age,setting_count
0,215
1,787
2,2252
3,2800
4,2797
5,2710
6,2818
7,2911
8,2582
9,2511
10,2215
11,2311
12,2490
13,2332
14,2434
15,2671
16,2722
17,2703
18,2726
19,2608
20,2467
21,2306
22,1745
23,1446
24,1129
25,258
26,252
27,228
28,218
29,193
30,190
31,167
32,198
33,164
34,178
35,242
36,223
37,189
38,176
39,210
40,192
41,177
42,179
43,186
44,177
45,200
46,184
47,208
48,223
49,239
50,259
51,207
52,214
53,191
54,156
55,96
56,112
57,96
58,95
59,95
60,86
61,91
62,68
63,78
64,66
65,25
66,29
67,12
68,42
69,45
70,2
71,1
72,3
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
