age,setting_count
0,0
1,0
2,0
3,1949
4,1688
5,12861
6,23796
7,42598
8,44270
9,42445
10,44209
11,45494
12,43237
13,42864
14,39943
15,31573
16,29644
17,24472
18,20279
19,19218
20,11923
21,10162
22,10278
23,10454
24,9784
25,2208
26,2013
27,1932
28,1932
29,1766
30,1215
31,1258
32,1250
33,1276
34,1240
35,1095
36,1079
37,1091
38,1077
39,1029
40,1007
41,1027
42,990
43,938
44,831
45,824
46,739
47,842
48,780
49,707
50,650
51,699
52,646
53,652
54,601
55,619
56,559
57,471
58,539
59,370
60,405
61,382
62,302
63,308
64,244
65,277
66,242
67,232
68,195
69,251
70,207
71,178
72,107
73,142
74,100
75,106
76,72
77,69
78,65
79,44
80,38
81,22
82,30
83,30
84,112
