age,setting_count
0,21
1,90
2,89
3,5302
4,6503
5,7041
6,15702
7,15792
8,15516
9,15958
10,15407
11,16567
12,16584
13,17284
14,17595
15,17959
16,18463
17,18643
18,6697
19,4059
20,3075
21,3113
22,3125
23,3092
24,3114
25,581
26,661
27,681
28,674
29,745
30,450
31,510
32,456
33,492
34,486
35,496
36,503
37,534
38,572
39,596
40,603
41,695
42,654
43,636
44,652
45,630
46,614
47,602
48,606
49,448
50,552
51,478
52,502
53,482
54,462
55,487
56,518
57,510
58,452
59,493
60,389
61,364
62,391
63,395
64,439
65,360
66,363
67,398
68,279
69,183
70,122
71,181
72,165
73,174
74,171
75,93
76,86
77,78
78,84
79,70
80,52
81,36
82,27
83,51
84,33
