age,setting_count
0,0
1,0
2,0
3,1927
4,2996
5,5555
6,5652
7,5111
8,5255
9,5460
10,5686
11,5837
12,6197
13,5772
14,4979
15,5157
16,5761
17,5758
18,4589
19,3516
20,3143
21,2769
22,1874
23,1698
24,1307
25,1354
26,1289
27,1347
28,1266
29,1351
30,860
31,875
32,806
33,819
34,734
35,502
36,459
37,519
38,522
39,588
40,471
41,429
42,449
43,448
44,474
45,386
46,421
47,481
48,471
49,513
50,454
51,460
52,485
53,437
54,484
55,316
56,327
57,322
58,301
59,286
60,250
61,239
62,224
63,203
64,174
65,87
66,68
67,60
68,61
69,60
70,54
71,48
72,51
73,38
74,45
75,33
76,9
77,5
78,4
79,9
80,5
81,7
82,5
83,4
84,31
