age,setting_count
0,234
1,709
2,850
3,5923
4,7343
5,7690
6,13532
7,13759
8,13610
9,13484
10,13590
11,14091
12,14319
13,14852
14,14994
15,14909
16,14720
17,14752
18,5787
19,5914
20,5631
21,5695
22,5334
23,5104
24,5053
25,499
26,499
27,565
28,549
29,509
30,476
31,479
32,513
33,534
34,480
35,498
36,468
37,499
38,507
39,561
40,605
41,630
42,580
43,577
44,570
45,556
46,561
47,524
48,544
49,425
50,462
51,431
52,431
53,471
54,420
55,400
56,405
57,387
58,379
59,396
60,352
61,315
62,360
63,398
64,379
65,266
66,287
67,296
68,266
69,165
70,105
71,97
72,119
73,124
74,101
75,60
76,41
77,53
78,60
79,43
80,22
81,21
82,21
83,15
84,14
