age,setting_count
0,38
1,133
2,156
3,4699
4,5850
5,6217
6,11567
7,11237
8,11379
9,11156
10,11504
11,11833
12,12213
13,12551
14,12653
15,13045
16,12904
17,12960
18,5285
19,4193
20,3747
21,3648
22,3506
23,3350
24,3298
25,647
26,639
27,642
28,704
29,689
30,399
31,419
32,418
33,397
34,419
35,439
36,459
37,452
38,510
39,513
40,530
41,550
42,571
43,499
44,503
45,493
46,483
47,452
48,440
49,330
50,437
51,378
52,403
53,385
54,416
55,377
56,389
57,370
58,383
59,411
60,366
61,372
62,383
63,419
64,413
65,344
66,372
67,329
68,324
69,246
70,139
71,155
72,148
73,169
74,171
75,79
76,51
77,62
78,67
79,72
80,63
81,65
82,52
83,60
84,50
