age,setting_count
0,0
1,0
2,0
3,3079
4,3022
5,12804
6,23987
7,43178
8,48034
9,49368
10,46026
11,50045
12,46909
13,47283
14,42665
15,32643
16,32568
17,26623
18,18677
19,16096
20,7341
21,7294
22,7719
23,6984
24,7713
25,1635
26,1676
27,1575
28,1393
29,1414
30,1021
31,1047
32,1067
33,1138
34,1040
35,1041
36,1037
37,1071
38,967
39,802
40,819
41,782
42,844
43,748
44,759
45,771
46,610
47,606
48,625
49,517
50,532
51,537
52,534
53,456
54,509
55,517
56,498
57,494
58,442
59,451
60,330
61,305
62,254
63,296
64,205
65,277
66,239
67,202
68,175
69,184
70,105
71,126
72,89
73,74
74,68
75,69
76,42
77,38
78,56
79,44
80,27
81,24
82,23
83,6
84,55
