age,setting_count
0,671
1,2069
2,2436
3,22561
4,26754
5,28445
6,46881
7,48172
8,47490
9,47271
10,47435
11,49347
12,50860
13,52011
14,53671
15,54850
16,54689
17,55461
18,26313
19,23770
20,21484
21,21127
22,20328
23,20129
24,20007
25,1999
26,2020
27,2121
28,2273
29,2333
30,1489
31,1645
32,1599
33,1603
34,1665
35,1607
36,1614
37,1717
38,1837
39,2032
40,2028
41,2179
42,2258
43,2321
44,2216
45,2156
46,2162
47,1970
48,1978
49,1531
50,1980
51,1811
52,1848
53,1796
54,1703
55,1487
56,1608
57,1535
58,1395
59,1478
60,1247
61,1220
62,1252
63,1407
64,1533
65,1006
66,1220
67,1196
68,1076
69,648
70,417
71,519
72,466
73,467
74,501
75,264
76,239
77,262
78,250
79,224
80,99
81,68
82,91
83,81
84,81
