age,setting_count
0,0
1,0
2,0
3,1830
4,2986
5,5185
6,5493
7,5652
8,5653
9,5659
10,5980
11,6007
12,6121
13,6112
14,6179
15,6855
16,6713
17,5040
18,5190
19,4662
20,3964
21,3748
22,2445
23,2085
24,1527
25,1396
26,1313
27,1405
28,1384
29,1388
30,807
31,795
32,810
33,751
34,783
35,521
36,492
37,520
38,598
39,615
40,511
41,508
42,539
43,600
44,576
45,499
46,504
47,490
48,489
49,484
50,436
51,441
52,464
53,508
54,429
55,298
56,285
57,272
58,301
59,270
60,210
61,240
62,206
63,231
64,158
65,73
66,89
67,66
68,56
69,54
70,61
71,55
72,54
73,50
74,44
75,38
76,7
77,6
78,5
79,6
80,5
81,4
82,8
83,5
84,46
