age,setting_count
0,361
1,714
2,2478
3,4110
4,4921
5,5414
6,10184
7,13198
8,12708
9,11184
10,12012
11,11678
12,11481
13,10325
14,9425
15,9446
16,8529
17,6854
18,6724
19,6795
20,8013
21,6106
22,4922
23,3593
24,2733
25,1712
26,1213
27,1122
28,945
29,827
30,803
31,588
32,498
33,472
34,499
35,800
36,640
37,675
38,612
39,649
40,736
41,624
42,604
43,592
44,542
45,616
46,528
47,571
48,581
49,556
50,745
51,512
52,454
53,441
54,394
55,339
56,324
57,287
58,273
59,234
60,214
61,195
62,168
63,131
64,77
65,61
66,77
67,77
68,119
69,82
70,1
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
