age,setting_count
0,0
1,0
2,0
3,2611
4,2764
5,18987
6,25702
7,45481
8,47563
9,52134
10,51985
11,53635
12,54580
13,52929
14,51753
15,45581
16,47623
17,42077
18,38655
19,35141
20,16060
21,16921
22,14616
23,15151
24,15428
25,3524
26,3500
27,3046
28,3141
29,2888
30,1856
31,1680
32,1673
33,1582
34,1677
35,1416
36,1344
37,1391
38,1305
39,1408
40,1214
41,1162
42,1221
43,1170
44,1066
45,955
46,955
47,835
48,791
49,838
50,665
51,710
52,633
53,633
54,702
55,572
56,619
57,586
58,662
59,615
60,460
61,469
62,448
63,421
64,389
65,337
66,339
67,318
68,281
69,270
70,167
71,142
72,132
73,116
74,107
75,83
76,108
77,108
78,68
79,71
80,61
81,24
82,42
83,35
84,114
