age,setting_count
0,0
1,0
2,1
3,2516
4,2353
5,2409
6,3841
7,4181
8,4252
9,4552
10,4499
11,4622
12,4691
13,5241
14,5373
15,5277
16,5045
17,4687
18,3966
19,3465
20,3140
21,2719
22,1774
23,886
24,679
25,526
26,340
27,300
28,316
29,249
30,215
31,186
32,196
33,214
34,190
35,217
36,264
37,259
38,267
39,263
40,177
41,150
42,159
43,186
44,174
45,151
46,153
47,156
48,122
49,133
50,123
51,68
52,70
53,61
54,57
55,69
56,54
57,62
58,58
59,62
60,0
61,2
62,0
63,3
64,2
65,0
66,1
67,2
68,2
69,1
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
