age,setting_count
0,78
1,387
2,2128
3,2761
4,3022
5,3090
6,3565
7,3745
8,3451
9,3120
10,3101
11,3046
12,3114
13,3113
14,3242
15,3382
16,3730
17,3478
18,3405
19,3505
20,3472
21,2858
22,2217
23,1722
24,1467
25,371
26,315
27,342
28,369
29,325
30,266
31,268
32,293
33,282
34,267
35,396
36,327
37,326
38,289
39,260
40,281
41,269
42,247
43,245
44,227
45,249
46,226
47,255
48,300
49,303
50,360
51,307
52,246
53,253
54,288
55,145
56,142
57,133
58,151
59,134
60,136
61,119
62,75
63,91
64,57
65,34
66,21
67,21
68,55
69,51
70,0
71,1
72,1
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
