age,setting_count
0,19
1,67
2,63
3,7877
4,9231
5,10080
6,21109
7,21322
8,21092
9,21648
10,21281
11,21633
12,22483
13,22717
14,23193
15,23126
16,23710
17,23630
18,26097
19,29545
20,30756
21,30283
22,27792
23,25490
24,23645
25,1872
26,1753
27,1827
28,1942
29,1939
30,1169
31,1256
32,1267
33,1279
34,1243
35,1151
36,1121
37,1267
38,1289
39,1313
40,1368
41,1539
42,1543
43,1468
44,1460
45,1459
46,1407
47,1384
48,1346
49,1097
50,1255
51,1129
52,1155
53,1108
54,958
55,985
56,1028
57,932
58,850
59,895
60,811
61,841
62,839
63,911
64,1020
65,817
66,938
67,1001
68,845
69,521
70,309
71,424
72,409
73,458
74,405
75,219
76,178
77,188
78,199
79,192
80,103
81,100
82,91
83,102
84,74
