age,setting_count
0,0
1,0
2,0
3,1552
4,5161
5,6821
6,6558
7,6302
8,6134
9,5898
10,6067
11,6176
12,6333
13,6332
14,6392
15,6629
16,6708
17,6368
18,4683
19,4558
20,4921
21,4768
22,4286
23,3618
24,3089
25,2867
26,2392
27,2290
28,2227
29,1908
30,1780
31,1650
32,1568
33,1293
34,1317
35,1210
36,1200
37,1192
38,1210
39,1144
40,1033
41,1107
42,994
43,873
44,771
45,929
46,854
47,847
48,851
49,802
50,732
51,724
52,694
53,606
54,573
55,563
56,452
57,454
58,436
59,399
60,348
61,346
62,283
63,210
64,214
65,186
66,129
67,100
68,60
69,78
70,41
71,29
72,34
73,14
74,26
75,11
76,2
77,6
78,3
79,2
80,0
81,5
82,0
83,0
84,0
