age,setting_count
0,150
1,450
2,560
3,7172
4,8632
5,9162
6,14731
7,15001
8,15294
9,15461
10,15992
11,16765
12,17135
13,18132
14,18511
15,19310
16,19684
17,19461
18,6629
19,3795
20,3123
21,2972
22,3033
23,3192
24,3222
25,620
26,660
27,661
28,685
29,670
30,470
31,503
32,497
33,502
34,506
35,560
36,525
37,613
38,570
39,588
40,642
41,626
42,635
43,621
44,615
45,570
46,548
47,598
48,526
49,474
50,584
51,589
52,598
53,576
54,629
55,575
56,577
57,589
58,618
59,604
60,561
61,551
62,614
63,642
64,641
65,438
66,445
67,460
68,366
69,211
70,153
71,187
72,170
73,177
74,175
75,103
76,106
77,109
78,100
79,93
80,39
81,36
82,51
83,46
84,31
