age,setting_count
0,0
1,0
2,0
3,2952
4,4904
5,5864
6,6146
7,6464
8,6362
9,6535
10,6842
11,7043
12,6963
13,6897
14,6964
15,7583
16,7377
17,6184
18,4837
19,4035
20,2995
21,2915
22,2210
23,1905
24,1455
25,1425
26,1397
27,1363
28,1335
29,1349
30,876
31,789
32,899
33,831
34,835
35,639
36,628
37,672
38,683
39,770
40,663
41,695
42,679
43,656
44,772
45,661
46,633
47,648
48,653
49,642
50,619
51,570
52,524
53,575
54,572
55,397
56,371
57,416
58,320
59,345
60,288
61,270
62,314
63,302
64,222
65,95
66,92
67,86
68,107
69,60
70,48
71,75
72,51
73,68
74,60
75,53
76,7
77,6
78,7
79,5
80,8
81,2
82,9
83,4
84,35
