age,setting_count
0,0
1,0
2,0
3,5173
4,4572
5,4424
6,6670
7,7432
8,7150
9,7085
10,6711
11,6509
12,6235
13,6491
14,6769
15,6479
16,6247
17,5718
18,4917
19,4426
20,3706
21,3317
22,2276
23,1104
24,851
25,609
26,442
27,366
28,332
29,301
30,248
31,225
32,227
33,220
34,241
35,258
36,242
37,290
38,310
39,342
40,191
41,206
42,196
43,207
44,160
45,188
46,173
47,170
48,141
49,145
50,117
51,74
52,63
53,59
54,60
55,73
56,74
57,89
58,66
59,65
60,3
61,0
62,0
63,2
64,0
65,0
66,1
67,1
68,2
69,4
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
