age,setting_count
0,0
1,0
2,0
3,3530
4,3140
5,11603
6,16200
7,28083
8,32466
9,29616
10,31281
11,29934
12,28995
13,28856
14,28975
15,25728
16,26234
17,26276
18,24035
19,20488
20,13773
21,13864
22,13058
23,14344
24,15235
25,4339
26,4337
27,4310
28,4499
29,4474
30,3578
31,3533
32,3638
33,3377
34,3395
35,3215
36,3260
37,2965
38,3237
39,3167
40,3017
41,2931
42,2900
43,2961
44,2723
45,2423
46,2184
47,2201
48,2367
49,2358
50,1811
51,1848
52,1948
53,1896
54,1739
55,1806
56,1683
57,1632
58,1961
59,1824
60,1727
61,1552
62,1432
63,1474
64,1318
65,1327
66,1137
67,1057
68,998
69,947
70,785
71,553
72,541
73,506
74,464
75,581
76,530
77,356
78,407
79,319
80,281
81,208
82,176
83,166
84,594
