country,location,artotal
Japan,Tokyo-to,0.24809699999999998
Japan,Tottori-ken,0.250054
Japan,Toyama-ken,0.24847600000000003
Japan,Wakayama-ken,0.247457
Japan,Yamagata-ken,0.246052
Japan,Yamaguchi-ken,0.24582199999999998
Japan,Yamanashi-ken,0.251343
Russia,Adygea,0.312026
Russia,Altai_Krai,0.305823
Russia,Altai_Republic,0.340001
Russia,Amur_Oblast,0.316794
Russia,Arkhangelsk_Oblast,0.306613
Russia,Astrakhan_Oblast,0.31551599999999996
Russia,Bashkortostan,0.317632
Russia,Belgorod_Oblast,0.303469
Russia,Bryansk_Oblast,0.303508
Russia,Buryatia,0.328949
Russia,Chechnya,0.388631
Russia,Chelyabinsk_Oblast,0.306735
Russia,Chukotka,0.339317
Russia,Chuvashia,0.313071
Russia,Dagestan,0.367316
Russia,Ingushetia,0.382772
Russia,Irkutsk_Oblast,0.318983
Russia,Ivanovo_Oblast,0.293863
Russia,Jewish_Autonomous_Oblast,0.314344
Russia,Kabardino_Balkaria,0.334229
Russia,Kaliningrad_Oblast,0.307637
Russia,Kalmykia,0.33262800000000003
Russia,Kaluga_Oblast,0.297791
Russia,Kamchatka_Krai,0.31509499999999996
Russia,Karachay_Cherkessia,0.332069
Russia,Karelia,0.303818
Russia,Kemerovo_Oblast,0.309236
Russia,Khabarovsk_Krai,0.308021
Russia,Khakassia,0.316396
Russia,Khanty_Mansi_Autonomous_Okrug,0.336871
Russia,Kirov_Oblast,0.29720799999999997
Russia,Komi_Republic,0.316766
Russia,Kostroma_Oblast,0.299879
Russia,Krasnodar_Krai,0.309173
Russia,Krasnoyarsk_Krai,0.31250100000000003
Russia,Kurgan_Oblast,0.301687
Russia,Kursk_Oblast,0.299183
Russia,Leningrad_Oblast,0.296238
Russia,Lipetsk_Oblast,0.29999499999999996
Russia,Magadan_Oblast,0.314338
Russia,Mari_El,0.31100500000000003
Russia,Mordovia,0.30302199999999996
Russia,Moscow_Oblast,0.300892
Russia,Moscow,0.299699
Russia,Murmansk_Oblast,0.31056100000000003
Russia,Nenets_Autonomous_Okrug,0.335994
Russia,Nizhny_Novgorod_Oblast,0.299112
Russia,North_Ossetia_Alania,0.32859
Russia,Novgorod_Oblast,0.294591
Russia,Novosibirsk_Oblast,0.303318
Russia,Omsk_Oblast,0.3091
Russia,Orenburg_Oblast,0.311967
Russia,Oryol_Oblast,0.299545
Russia,Penza_Oblast,0.29715199999999997
Russia,Perm_Krai,0.31164899999999995
Russia,Primorsky_Krai,0.30659200000000003
Russia,Pskov_Oblast,0.29367600000000005
Russia,Rostov_Oblast,0.304644
Russia,Russian_Federation,0.30898200000000003
Russia,Ryazan_Oblast,0.292245
Russia,Sakha,0.347898
Russia,Sakhalin_Oblast,0.311161
Russia,Samara_Oblast,0.301672
Russia,Saratov_Oblast,0.301781
Russia,Smolensk_Oblast,0.296192
Russia,St._Petersburg,0.29222
Russia,Stavropol_Krai,0.315774
Russia,Sverdlovsk_Oblast,0.30405
Russia,Tambov_Oblast,0.29549200000000003
Russia,Tatarstan,0.313874
Russia,Tomsk_Oblast,0.31149299999999996
Russia,Tula_Oblast,0.29192199999999996
Russia,Tuva,0.370001
Russia,Tver_Oblast,0.293686
Russia,Tyumen_Oblast,0.314369
Russia,Udmurtia,0.314629
Russia,Ulyanovsk_Oblast,0.29854200000000003
Russia,Vladimir_Oblast,0.295712
Russia,Volgograd_Oblast,0.304717
Russia,Vologda_Oblast,0.30357199999999995
Russia,Voronezh_Oblast,0.29487800000000003
Russia,Yamalo_Nenets_Autonomous_Okrug,0.347945
Russia,Yaroslavl_Oblast,0.294896
Russia,Zabaykalsky_Krai,0.328492
South_Africa,Eastern_Cape,0.372064
South_Africa,Free_State,0.352718
South_Africa,Gauteng,0.32914299999999996
South_Africa,KwaZulu-Natal,0.36654499999999995
South_Africa,Limpopo,0.375835
South_Africa,Mpumalanga,0.364641
South_Africa,Northern_Cape,0.356941
South_Africa,North_West,0.349464
South_Africa,Western_Cape,0.333848
South_Africa,South_Africa,0.353288
United_States,Alabama,0.314282
United_States,Alaska,0.330676
United_States,Arizona,0.319129
United_States,Arkansas,0.31446
United_States,California,0.322422
United_States,Colorado,0.318833
United_States,Connecticut,0.31246999999999997
United_States,Delaware,0.310207
United_States,District_of_Columbia,0.289628
United_States,Florida,0.300167
United_States,Georgia,0.325399
United_States,Hawaii,0.305586
United_States,Idaho,0.326419
United_States,Illinois,0.318358
United_States,Indiana,0.318844
United_States,Iowa,0.312581
United_States,Kansas,0.319965
United_States,Kentucky,0.313721
United_States,Louisiana,0.31864499999999996
United_States,Maine,0.300448
United_States,Maryland,0.314801
United_States,Massachusetts,0.307483
United_States,Michigan,0.31466700000000003
United_States,Minnesota,0.315796
United_States,Mississippi,0.32060500000000003
United_States,Missouri,0.313104
United_States,Montana,0.30398400000000003
United_States,Nebraska,0.31698200000000004
United_States,Nevada,0.318321
United_States,New_Hampshire,0.308029
United_States,New_Jersey,0.31414899999999996
United_States,New_Mexico,0.317977
United_States,New_York,0.31014200000000003
United_States,North_Carolina,0.315382
United_States,North_Dakota,0.305242
United_States,Ohio,0.313578
United_States,Oklahoma,0.316916
United_States,Oregon,0.308058
United_States,Pennsylvania,0.306058
United_States,Puerto_Rico,0.317399
United_States,Rhode_Island,0.30538200000000004
United_States,South_Carolina,0.311821
United_States,South_Dakota,0.314809
United_States,Tennessee,0.313079
United_States,Texas,0.331547
United_States,Utah,0.345341
United_States,Vermont,0.301299
United_States,Virginia,0.313961
United_States,Washington,0.313409
United_States,West_Virginia,0.298448
United_States,Wisconsin,0.31324
United_States,Wyoming,0.31249499999999997
