country,location,artotal
United_States,Connecticut,0.545262
United_States,Delaware,0.543715
United_States,District_of_Columbia,0.5418649999999999
United_States,Florida,0.533862
United_States,Georgia,0.557836
United_States,Hawaii,0.540112
United_States,Idaho,0.553137
United_States,Illinois,0.5515939999999999
United_States,Indiana,0.550359
United_States,Iowa,0.543656
United_States,Kansas,0.5497310000000001
United_States,Kentucky,0.547247
United_States,Louisiana,0.5514439999999999
United_States,Maine,0.536637
United_States,Maryland,0.550111
United_States,Massachusetts,0.5439689999999999
United_States,Michigan,0.547884
United_States,Minnesota,0.548782
United_States,Mississippi,0.550396
United_States,Missouri,0.545774
United_States,Montana,0.538369
United_States,Nebraska,0.5474829999999999
United_States,Nevada,0.551767
United_States,New_Hampshire,0.543917
United_States,New_Jersey,0.547315
United_States,New_Mexico,0.5483
United_States,New_York,0.546658
United_States,North_Carolina,0.548709
United_States,North_Dakota,0.5414680000000001
United_States,Ohio,0.54603
United_States,Oklahoma,0.5477529999999999
United_States,Oregon,0.542877
United_States,Pennsylvania,0.540096
United_States,Puerto_Rico,0.548502
United_States,Rhode_Island,0.541365
United_States,South_Carolina,0.545454
United_States,South_Dakota,0.544247
United_States,Tennessee,0.546261
United_States,Texas,0.5612560000000001
United_States,Utah,0.568396
United_States,Vermont,0.538766
United_States,Virginia,0.5494479999999999
United_States,Washington,0.548691
United_States,West_Virginia,0.533936
United_States,Wisconsin,0.546536
United_States,Wyoming,0.547814
