country,location,artotal
Australia,Australian_Capital_Territory,0.555688
Australia,New_South_Wales,0.545312
Australia,Northern_Territory,0.57112
Australia,Queensland,0.550921
Australia,South_Australia,0.541706
Australia,Tasmania,0.541673
Australia,Victoria,0.547461
Australia,Western_Australia,0.553064
Canada,Alberta,0.553895
Canada,British_Columbia,0.533979
Canada,Manitoba,0.545529
Canada,New_Brunswick,0.53315
Canada,Newfoundland_and_Labrador,0.530126
Canada,Nova_Scotia,0.529569
Canada,Ontario,0.5422140000000001
Canada,Prince_Edward_Island,0.534458
Canada,Quebec,0.535229
Canada,Saskatchewan,0.5436850000000001
Canada,Northwest_Territories,0.5725720000000001
Canada,Nunavut,0.591046
Canada,Yukon,0.557634
China,Anhui,0.590568
China,Beijing,0.586404
China,Chongqing,0.587688
China,Fujian,0.5943109999999999
China,Gansu,0.6010270000000001
China,Guangdong,0.602002
China,Guangxi,0.594259
China,Guizhou,0.60139
China,Hainan,0.5984619999999999
China,Hebei,0.589425
China,Heilongjiang,0.5927
China,Henan,0.594762
China,Hubei,0.590936
China,Hunan,0.5902229999999999
China,Inner_Mongolia,0.59537
China,Jiangsu,0.58525
China,Jiangxi,0.5988020000000001
China,Jilin,0.591264
China,Liaoning,0.586041
China,Ningxia,0.603704
China,Qinghai,0.606649
China,Shaanxi,0.594855
China,Shandong,0.586938
China,Shanghai,0.5811689999999999
China,Shanxi,0.598739
China,Sichuan,0.5909449999999999
China,Tianjin,0.5870479999999999
China,Tibet,0.611319
China,Xinjiang,0.601399
China,Yunnan,0.602789
China,Zhejiang,0.589134
Europe,Greece,0.532279
Europe,Norway,0.546475
Europe,Romania,0.550295
Europe,Slovakia,0.559585
Europe,Spain,0.543265
Europe,Portugal,0.5438729999999999
Europe,Ireland,0.567815
Europe,France,0.5413979999999999
Europe,Slovenia,0.5396340000000001
Europe,Netherlands,0.5465979999999999
Europe,Finland,0.537061
Europe,Austria,0.539854
Europe,United-Kingdom,0.5424399999999999
Europe,Italy,0.527039
Europe,Germany,0.5278579999999999
Europe,Lithuania,0.545134
Europe,Denmark,0.540624
Europe,Latvia,0.541683
Europe,Estonia,0.538479
Europe,Hungary,0.544756
Europe,Luxembourg,0.5539310000000001
Europe,Bulgaria,0.532392
Europe,Czech,0.54195
Europe,Switzerland,0.539104
Europe,Sweden,0.534008
Europe,Cyprus,0.561913
India,Uttar_Pradesh,0.6044109999999999
India,Rajasthan,0.600653
India,Haryana,0.600363
India,Puducherry,0.594803
India,West_Bengal,0.59888
India,Andhra_Pradesh,0.600332
India,Arunachal_Pradesh,0.607243
India,Sikkim,0.606105
India,Assam,0.598823
India,Uttarakhand,0.6010449999999999
India,Tamil_Nadu,0.5952689999999999
India,Mizoram,0.597061
India,Himachal_Pradesh,0.596964
India,Meghalaya,0.599321
India,Gujarat,0.599194
India,Odisha,0.59851
India,Maharashtra,0.597287
India,Nct_of_Delhi,0.600086
India,Chhattisgarh,0.601881
India,Manipur,0.6012069999999999
India,Bihar,0.5994649999999999
India,Tripura,0.597166
India,Jammu_and_Kashmir,0.5963069999999999
India,Punjab,0.598344
India,Goa,0.592371
India,Madhya_Pradesh,0.599843
India,Jharkhand,0.600353
India,Andaman_and_Nicobar_Islands,0.598256
India,Karnataka,0.5975159999999999
India,Daman_and_Diu,0.598163
India,Nagaland,0.604655
India,Kerala,0.591244
Israel,Israel,0.5806180000000001
Japan,Aichi-ken,0.556874
Japan,Akita-ken,0.5298689999999999
Japan,Aomori-ken,0.541039
Japan,Chiba-ken,0.551653
Japan,Ehime-ken,0.539159
Japan,Fukui-ken,0.54505
Japan,Fukuoka-ken,0.551565
Japan,Fukushima-ken,0.542528
Japan,Gifu-ken,0.547204
Japan,Gumma-ken,0.5486479999999999
Japan,Hiroshima-ken,0.54745
Japan,Hokkaido,0.543034
Japan,Hyogo-ken,0.548896
Japan,Ibaraki-ken,0.5494479999999999
Japan,Ishikawa-ken,0.548729
Japan,Iwate-ken,0.538883
Japan,Kagawa-ken,0.54171
Japan,Kagoshima-ken,0.540945
Japan,Kanagawa-ken,0.555635
Japan,Kochi-ken,0.534467
Japan,Kumamoto-ken,0.5436
Japan,Kyoto-fu,0.5480649999999999
Japan,Mie-ken,0.546937
Japan,Miyagi-ken,0.55
Japan,Miyazaki-ken,0.542596
Japan,Nagano-ken,0.540938
Japan,Nagasaki-ken,0.54198
Japan,Nara-ken,0.546077
Japan,Niigata-ken,0.540609
Japan,Oita-ken,0.540413
Japan,Okayama-ken,0.545312
Japan,Okinawa-ken,0.56702
Japan,Osaka-fu,0.551462
Japan,Saga-ken,0.5482739999999999
Japan,Saitama-ken,0.554746
Japan,Shiga-ken,0.556417
Japan,Shimane-ken,0.533876
Japan,Shizuoka-ken,0.546384
Japan,Tochigi-ken,0.550437
Japan,Tokushima-ken,0.53908
Japan,Tokyo-to,0.553872
Japan,Tottori-ken,0.5411090000000001
Japan,Toyama-ken,0.541273
Japan,Wakayama-ken,0.53937
Japan,Yamagata-ken,0.537349
Japan,Yamaguchi-ken,0.5373399999999999
Japan,Yamanashi-ken,0.544974
Russia,Adygea,0.560345
Russia,Altai_Krai,0.559986
Russia,Altai_Republic,0.584723
Russia,Amur_Oblast,0.57101
Russia,Arkhangelsk_Oblast,0.561063
Russia,Astrakhan_Oblast,0.567157
Russia,Bashkortostan,0.568286
Russia,Belgorod_Oblast,0.5572010000000001
Russia,Bryansk_Oblast,0.556052
Russia,Buryatia,0.578126
Russia,Chechnya,0.612047
Russia,Chelyabinsk_Oblast,0.560317
Russia,Chukotka,0.5976859999999999
Russia,Chuvashia,0.5655899999999999
Russia,Dagestan,0.603858
Russia,Ingushetia,0.611429
Russia,Irkutsk_Oblast,0.570337
Russia,Ivanovo_Oblast,0.5484180000000001
Russia,Jewish_Autonomous_Oblast,0.569387
Russia,Kabardino_Balkaria,0.582512
Russia,Kaliningrad_Oblast,0.5628270000000001
Russia,Kalmykia,0.582922
Russia,Kaluga_Oblast,0.5522729999999999
Russia,Kamchatka_Krai,0.575148
Russia,Karachay_Cherkessia,0.579533
Russia,Karelia,0.559204
Russia,Kemerovo_Oblast,0.562973
Russia,Khabarovsk_Krai,0.565281
Russia,Khakassia,0.568929
Russia,Khanty_Mansi_Autonomous_Okrug,0.594634
Russia,Kirov_Oblast,0.552284
Russia,Komi_Republic,0.5732079999999999
Russia,Kostroma_Oblast,0.5529149999999999
Russia,Krasnodar_Krai,0.560029
Russia,Krasnoyarsk_Krai,0.5677
Russia,Kurgan_Oblast,0.5539390000000001
Russia,Kursk_Oblast,0.551755
Russia,Leningrad_Oblast,0.55269
Russia,Lipetsk_Oblast,0.553679
Russia,Magadan_Oblast,0.577624
Russia,Mari_El,0.5667300000000001
Russia,Mordovia,0.5587850000000001
Russia,Moscow_Oblast,0.556517
Russia,Moscow,0.55808
Russia,Murmansk_Oblast,0.570142
Russia,Nenets_Autonomous_Okrug,0.58663
Russia,Nizhny_Novgorod_Oblast,0.554046
Russia,North_Ossetia_Alania,0.572775
Russia,Novgorod_Oblast,0.548212
Russia,Novosibirsk_Oblast,0.559081
Russia,Omsk_Oblast,0.564004
Russia,Orenburg_Oblast,0.564226
Russia,Oryol_Oblast,0.55292
Russia,Penza_Oblast,0.552295
Russia,Perm_Krai,0.563982
Russia,Primorsky_Krai,0.562759
Russia,Pskov_Oblast,0.547524
Russia,Rostov_Oblast,0.558441
Russia,Russian_Federation,0.562184
Russia,Ryazan_Oblast,0.545586
Russia,Sakha,0.594604
Russia,Sakhalin_Oblast,0.5695279999999999
Russia,Samara_Oblast,0.5574479999999999
Russia,Saratov_Oblast,0.555597
Russia,Smolensk_Oblast,0.552812
Russia,St._Petersburg,0.5511659999999999
Russia,Stavropol_Krai,0.565774
Russia,Sverdlovsk_Oblast,0.557986
Russia,Tambov_Oblast,0.549053
Russia,Tatarstan,0.566145
Russia,Tomsk_Oblast,0.567667
Russia,Tula_Oblast,0.5462779999999999
Russia,Tuva,0.60331
Russia,Tver_Oblast,0.546571
Russia,Tyumen_Oblast,0.569083
Russia,Udmurtia,0.567833
Russia,Ulyanovsk_Oblast,0.555162
Russia,Vladimir_Oblast,0.549387
Russia,Volgograd_Oblast,0.557738
Russia,Vologda_Oblast,0.557434
Russia,Voronezh_Oblast,0.549077
Russia,Yamalo_Nenets_Autonomous_Okrug,0.603801
Russia,Yaroslavl_Oblast,0.549683
Russia,Zabaykalsky_Krai,0.577975
South_Africa,Eastern_Cape,0.581847
South_Africa,Free_State,0.575651
South_Africa,Gauteng,0.567573
South_Africa,KwaZulu-Natal,0.5831810000000001
South_Africa,Limpopo,0.584494
South_Africa,Mpumalanga,0.583134
South_Africa,Northern_Cape,0.5763149999999999
South_Africa,North_West,0.57301
South_Africa,Western_Cape,0.566805
United_States,Alabama,0.5474640000000001
United_States,Alaska,0.56487
United_States,Arizona,0.548262
United_States,Arkansas,0.545026
United_States,California,0.5560350000000001
United_States,Colorado,0.553871
