country,location,artotal
Japan,Ibaraki-ken,0.486472
Japan,Ishikawa-ken,0.48590900000000004
Japan,Iwate-ken,0.47654300000000005
Japan,Kagawa-ken,0.47927
Japan,Kagoshima-ken,0.478628
Japan,Kanagawa-ken,0.492187
Japan,Kochi-ken,0.47233
Japan,Kumamoto-ken,0.481153
Japan,Kyoto-fu,0.48512200000000005
Japan,Mie-ken,0.48422200000000004
Japan,Miyagi-ken,0.48695
Japan,Miyazaki-ken,0.480216
Japan,Nagano-ken,0.47869399999999995
Japan,Nagasaki-ken,0.47958100000000004
Japan,Nara-ken,0.48335100000000003
Japan,Niigata-ken,0.47815
Japan,Oita-ken,0.478022
Japan,Okayama-ken,0.48271400000000003
Japan,Okinawa-ken,0.503725
Japan,Osaka-fu,0.48831
Japan,Saga-ken,0.485687
Japan,Saitama-ken,0.49135100000000004
Japan,Shiga-ken,0.493338
Japan,Shimane-ken,0.471941
Japan,Shizuoka-ken,0.48363599999999995
Japan,Tochigi-ken,0.48739499999999997
Japan,Tokushima-ken,0.47663900000000003
Japan,Tokyo-to,0.490174
Japan,Tottori-ken,0.47875500000000004
Japan,Toyama-ken,0.478811
Japan,Wakayama-ken,0.477033
Japan,Yamagata-ken,0.475157
Japan,Yamaguchi-ken,0.475076
Japan,Yamanashi-ken,0.482393
Russia,Adygea,0.499601
Russia,Altai_Krai,0.498889
Russia,Altai_Republic,0.522828
Russia,Amur_Oblast,0.509375
Russia,Arkhangelsk_Oblast,0.499878
Russia,Astrakhan_Oblast,0.505888
Russia,Bashkortostan,0.5070899999999999
Russia,Belgorod_Oblast,0.496408
Russia,Bryansk_Oblast,0.495353
Russia,Buryatia,0.516354
Russia,Chechnya,0.550145
Russia,Chelyabinsk_Oblast,0.499295
Russia,Chukotka,0.534497
Russia,Chuvashia,0.504456
Russia,Dagestan,0.54196
Russia,Ingushetia,0.549513
Russia,Irkutsk_Oblast,0.508896
Russia,Ivanovo_Oblast,0.487961
Russia,Jewish_Autonomous_Oblast,0.507736
Russia,Kabardino_Balkaria,0.520921
Russia,Kaliningrad_Oblast,0.501602
Russia,Kalmykia,0.521015
Russia,Kaluga_Oblast,0.49161400000000005
Russia,Kamchatka_Krai,0.512953
Russia,Karachay_Cherkessia,0.5180359999999999
Russia,Karelia,0.49808199999999997
Russia,Kemerovo_Oblast,0.501741
Russia,Khabarovsk_Krai,0.5037729999999999
Russia,Khakassia,0.50743
Russia,Khanty_Mansi_Autonomous_Okrug,0.531643
Russia,Kirov_Oblast,0.4915
Russia,Komi_Republic,0.51132
Russia,Kostroma_Oblast,0.492251
Russia,Krasnodar_Krai,0.49918999999999997
Russia,Krasnoyarsk_Krai,0.506208
Russia,Kurgan_Oblast,0.49324700000000005
Russia,Kursk_Oblast,0.49124399999999996
Russia,Leningrad_Oblast,0.49187600000000004
Russia,Lipetsk_Oblast,0.493025
Russia,Magadan_Oblast,0.515127
Russia,Mari_El,0.505296
Russia,Mordovia,0.497841
Russia,Moscow_Oblast,0.495596
Russia,Moscow,0.49699899999999997
Russia,Murmansk_Oblast,0.508239
Russia,Nenets_Autonomous_Okrug,0.5244
Russia,Nizhny_Novgorod_Oblast,0.49332600000000004
Russia,North_Ossetia_Alania,0.511842
Russia,Novgorod_Oblast,0.487756
Russia,Novosibirsk_Oblast,0.49798100000000006
Russia,Omsk_Oblast,0.502735
Russia,Orenburg_Oblast,0.503092
Russia,Oryol_Oblast,0.49231099999999994
Russia,Penza_Oblast,0.491605
Russia,Perm_Krai,0.50284
Russia,Primorsky_Krai,0.50143
Russia,Pskov_Oblast,0.48710600000000004
Russia,Rostov_Oblast,0.49755900000000003
Russia,Russian_Federation,0.5011180000000001
Russia,Ryazan_Oblast,0.48534499999999997
Russia,Sakha,0.532305
Russia,Sakhalin_Oblast,0.507629
Russia,Samara_Oblast,0.49647399999999997
Russia,Saratov_Oblast,0.49483299999999997
Russia,Smolensk_Oblast,0.49202299999999993
Russia,St._Petersburg,0.49039399999999994
Russia,Stavropol_Krai,0.504743
Russia,Sverdlovsk_Oblast,0.497012
Russia,Tambov_Oblast,0.488688
Russia,Tatarstan,0.505027
Russia,Tomsk_Oblast,0.506134
Russia,Tula_Oblast,0.485954
Russia,Tuva,0.541125
Russia,Tver_Oblast,0.486271
Russia,Tyumen_Oblast,0.507533
Russia,Udmurtia,0.506424
Russia,Ulyanovsk_Oblast,0.49428500000000003
Russia,Vladimir_Oblast,0.48890100000000003
Russia,Volgograd_Oblast,0.496914
Russia,Vologda_Oblast,0.4965
Russia,Voronezh_Oblast,0.488663
Russia,Yamalo_Nenets_Autonomous_Okrug,0.5404909999999999
Russia,Yaroslavl_Oblast,0.48913900000000005
Russia,Zabaykalsky_Krai,0.516258
South_Africa,Eastern_Cape,0.519578
South_Africa,Free_State,0.512898
South_Africa,Gauteng,0.504243
South_Africa,KwaZulu-Natal,0.520497
South_Africa,Limpopo,0.522123
South_Africa,Mpumalanga,0.520301
South_Africa,Northern_Cape,0.513695
South_Africa,North_West,0.510263
South_Africa,Western_Cape,0.503896
South_Africa,South_Africa,0.513498
United_States,Alabama,0.486519
United_States,Alaska,0.502919
United_States,Arizona,0.487519
United_States,Arkansas,0.48432600000000003
United_States,California,0.49469799999999997
United_States,Colorado,0.492424
United_States,Connecticut,0.48445699999999997
United_States,Delaware,0.482915
United_States,District_of_Columbia,0.47995699999999997
United_States,Florida,0.47358100000000003
United_States,Georgia,0.49639700000000003
United_States,Hawaii,0.4794
United_States,Idaho,0.49225699999999994
United_States,Illinois,0.490458
United_States,Indiana,0.489374
United_States,Iowa,0.482998
United_States,Kansas,0.488858
United_States,Kentucky,0.48624399999999995
United_States,Louisiana,0.490329
United_States,Maine,0.47598
United_States,Maryland,0.48888100000000007
United_States,Massachusetts,0.482993
United_States,Michigan,0.48695600000000006
United_States,Minnesota,0.48773999999999995
United_States,Mississippi,0.489497
United_States,Missouri,0.48492299999999994
United_States,Montana,0.47770799999999997
United_States,Nebraska,0.48663999999999996
United_States,Nevada,0.490543
United_States,New_Hampshire,0.482941
United_States,New_Jersey,0.486378
United_States,New_Mexico,0.48746999999999996
United_States,New_York,0.485566
United_States,North_Carolina,0.48764799999999997
United_States,North_Dakota,0.480605
United_States,Ohio,0.485206
United_States,Oklahoma,0.48690500000000003
United_States,Oregon,0.482013
United_States,Pennsylvania,0.47948599999999997
United_States,Puerto_Rico,0.487755
United_States,Rhode_Island,0.480588
United_States,South_Carolina,0.484538
United_States,South_Dakota,0.48363
United_States,Tennessee,0.48534700000000003
United_States,Texas,0.499832
United_States,Utah,0.507009
United_States,Vermont,0.477926
United_States,Virginia,0.48821499999999995
United_States,Washington,0.487516
United_States,West_Virginia,0.47345699999999996
United_States,Wisconsin,0.485608
United_States,Wyoming,0.486609
