country,location,artotal
Australia,Australia,0.48747799999999997
Australia,Australian_Capital_Territory,0.549189
Australia,New_South_Wales,0.48312299999999997
Australia,Northern_Territory,0.506422
Australia,Queensland,0.485465
Australia,South_Australia,0.46895299999999995
Australia,Tasmania,0.44186400000000003
Australia,Victoria,0.49037600000000003
Australia,Western_Australia,0.500043
Canada,Alberta,0.5378430000000001
Canada,British_Columbia,0.45630699999999996
Canada,Manitoba,0.504243
Canada,New_Brunswick,0.430149
Canada,Newfoundland_and_Labrador,0.43777299999999997
Canada,Nova_Scotia,0.45345
Canada,Ontario,0.504229
Canada,Prince_Edward_Island,0.498064
Canada,Quebec,0.424462
Canada,Saskatchewan,0.48901400000000006
Canada,Northwest_Territories,0.44249099999999997
Canada,Nunavut,0.46489899999999995
Canada,Yukon,0.533393
China,Anhui,0.522569
China,Beijing,0.424021
China,China,0.528997
China,Chongqing,0.494638
China,Fujian,0.5194949999999999
China,Gansu,0.55497
China,Guangdong,0.537032
China,Guangxi,0.563461
China,Guizhou,0.5666770000000001
China,Hainan,0.536529
China,Hebei,0.53773
China,Heilongjiang,0.47688
China,Henan,0.552951
China,Hubei,0.5246
China,Hunan,0.536597
China,Inner_Mongolia,0.50554
China,Jiangsu,0.5001399999999999
China,Jiangxi,0.5422279999999999
China,Jilin,0.48426899999999995
China,Liaoning,0.463607
China,Ningxia,0.540868
China,Qinghai,0.544133
China,Shaanxi,0.541618
China,Shandong,0.544791
China,Shanghai,0.44960500000000003
China,Shanxi,0.513576
China,Sichuan,0.542447
China,Tianjin,0.45522700000000005
China,Tibet,0.490504
China,Xinjiang,0.544499
China,Yunnan,0.57736
China,Zhejiang,0.501337
Europe,Greece,0.44271099999999997
Europe,Norway,0.509484
Europe,Romania,0.46060100000000004
Europe,Slovakia,0.5236310000000001
Europe,Spain,0.502576
Europe,Portugal,0.5018199999999999
Europe,Ireland,0.539654
Europe,France,0.49013199999999996
Europe,Slovenia,0.505067
Europe,Netherlands,0.46780900000000003
Europe,Finland,0.483621
Europe,Austria,0.474013
Europe,United-Kingdom,0.481347
Europe,Italy,0.435616
Europe,Germany,0.455848
Europe,Lithuania,0.5042909999999999
Europe,Denmark,0.50538
Europe,Latvia,0.49646
Europe,Estonia,0.484809
Europe,Hungary,0.45255100000000004
Europe,Luxembourg,0.499384
Europe,Bulgaria,0.47396099999999997
Europe,Czech,0.49341599999999997
Europe,Switzerland,0.48253100000000004
Europe,Sweden,0.50054
Europe,Cyprus,0.52125
India,Uttar_Pradesh,0.5241060000000001
India,Rajasthan,0.568954
India,Haryana,0.538842
India,Puducherry,0.507552
India,West_Bengal,0.49831899999999996
India,Andhra_Pradesh,0.580059
India,Arunachal_Pradesh,0.60965
India,Sikkim,0.624897
India,Assam,0.511883
India,Uttarakhand,0.5684140000000001
India,Tamil_Nadu,0.548197
India,Mizoram,0.5935560000000001
India,Himachal_Pradesh,0.599807
India,Meghalaya,0.590483
India,Gujarat,0.52842
India,Odisha,0.511475
India,Maharashtra,0.5671430000000001
India,Nct_of_Delhi,0.519033
India,Chhattisgarh,0.58804
India,Manipur,0.612981
India,Bihar,0.500041
India,Tripura,0.539044
India,Jammu_and_Kashmir,0.5419689999999999
India,Punjab,0.5014850000000001
India,Goa,0.5391560000000001
India,Madhya_Pradesh,0.5682189999999999
India,Jharkhand,0.5578810000000001
India,Andaman_and_Nicobar_Islands,0.522474
India,Karnataka,0.55728
India,Daman_and_Diu,0.5277029999999999
India,Nagaland,0.6272220000000001
India,Kerala,0.489195
Israel,Israel,0.519762
Japan,Aichi-ken,0.503876
Japan,Akita-ken,0.468579
Japan,Aomori-ken,0.483947
Japan,Chiba-ken,0.48256400000000005
Japan,Ehime-ken,0.469145
Japan,Fukui-ken,0.5198109999999999
Japan,Fukuoka-ken,0.48207799999999995
Japan,Fukushima-ken,0.48778
Japan,Gifu-ken,0.502471
Japan,Gumma-ken,0.49968199999999996
Japan,Hiroshima-ken,0.48171800000000004
Japan,Hokkaido,0.457095
Japan,Hyogo-ken,0.478972
Japan,Ibaraki-ken,0.491191
Japan,Ishikawa-ken,0.5114390000000001
Japan,Iwate-ken,0.48612
Japan,Kagawa-ken,0.480867
Japan,Kagoshima-ken,0.46879399999999993
Japan,Kanagawa-ken,0.48329300000000003
Japan,Kochi-ken,0.463916
Japan,Kumamoto-ken,0.48341300000000004
Japan,Kyoto-fu,0.49058100000000004
Japan,Mie-ken,0.480717
Japan,Miyagi-ken,0.490465
Japan,Miyazaki-ken,0.483893
Japan,Nagano-ken,0.49228599999999995
Japan,Nagasaki-ken,0.473813
Japan,Nara-ken,0.47109799999999996
Japan,Niigata-ken,0.49353100000000005
Japan,Oita-ken,0.47651800000000005
Japan,Okayama-ken,0.48977600000000004
Japan,Okinawa-ken,0.5095390000000001
Japan,Osaka-fu,0.481397
Japan,Saga-ken,0.502492
Japan,Saitama-ken,0.49204
Japan,Shiga-ken,0.5101100000000001
Japan,Shimane-ken,0.483998
Japan,Shizuoka-ken,0.49833999999999995
Japan,Tochigi-ken,0.497842
Japan,Tokushima-ken,0.47117200000000004
Japan,Tokyo-to,0.483187
Japan,Tottori-ken,0.497884
Japan,Toyama-ken,0.5010359999999999
Japan,Wakayama-ken,0.47206800000000004
Japan,Yamagata-ken,0.49595600000000006
Japan,Yamaguchi-ken,0.467894
Japan,Yamanashi-ken,0.503437
Russia,Adygea,0.481175
Russia,Altai_Krai,0.478937
Russia,Altai_Republic,0.486206
Russia,Amur_Oblast,0.502578
Russia,Arkhangelsk_Oblast,0.5145390000000001
Russia,Astrakhan_Oblast,0.47308999999999996
Russia,Bashkortostan,0.510097
Russia,Belgorod_Oblast,0.495673
Russia,Bryansk_Oblast,0.485426
Russia,Buryatia,0.4983
Russia,Chechnya,0.43878
Russia,Chelyabinsk_Oblast,0.516061
Russia,Chukotka,0.565316
Russia,Chuvashia,0.496676
Russia,Dagestan,0.481843
Russia,Ingushetia,0.444461
Russia,Irkutsk_Oblast,0.500486
Russia,Ivanovo_Oblast,0.469846
Russia,Jewish_Autonomous_Oblast,0.501667
Russia,Kabardino_Balkaria,0.5243
Russia,Kaliningrad_Oblast,0.501058
Russia,Kalmykia,0.518047
Russia,Kaluga_Oblast,0.47848999999999997
Russia,Kamchatka_Krai,0.509606
Russia,Karachay_Cherkessia,0.493909
Russia,Karelia,0.490451
Russia,Kemerovo_Oblast,0.50156
Russia,Khabarovsk_Krai,0.512988
Russia,Khakassia,0.509256
Russia,Khanty_Mansi_Autonomous_Okrug,0.555266
Russia,Kirov_Oblast,0.49215
Russia,Komi_Republic,0.515696
Russia,Kostroma_Oblast,0.49110200000000004
Russia,Krasnodar_Krai,0.502864
Russia,Krasnoyarsk_Krai,0.503564
Russia,Kurgan_Oblast,0.46705399999999997
Russia,Kursk_Oblast,0.454424
Russia,Leningrad_Oblast,0.492145
Russia,Lipetsk_Oblast,0.47557200000000005
Russia,Magadan_Oblast,0.544181
Russia,Mari_El,0.49353
Russia,Mordovia,0.51393
Russia,Moscow_Oblast,0.512252
Russia,Moscow,0.535695
Russia,Murmansk_Oblast,0.500658
Russia,Nenets_Autonomous_Okrug,0.559477
Russia,Nizhny_Novgorod_Oblast,0.518237
Russia,North_Ossetia_Alania,0.502892
Russia,Novgorod_Oblast,0.481361
Russia,Novosibirsk_Oblast,0.48888400000000004
Russia,Omsk_Oblast,0.48773199999999994
Russia,Orenburg_Oblast,0.498154
Russia,Oryol_Oblast,0.48190600000000006
Russia,Penza_Oblast,0.476134
Russia,Perm_Krai,0.49416099999999996
Russia,Primorsky_Krai,0.47857200000000005
Russia,Pskov_Oblast,0.46793999999999997
Russia,Rostov_Oblast,0.49826899999999996
Russia,Russian_Federation,0.5011180000000001
Russia,Ryazan_Oblast,0.45044399999999996
Russia,Sakha,0.574495
Russia,Sakhalin_Oblast,0.508484
Russia,Samara_Oblast,0.505517
Russia,Saratov_Oblast,0.488464
Russia,Smolensk_Oblast,0.47851499999999997
Russia,St._Petersburg,0.483317
Russia,Stavropol_Krai,0.514046
Russia,Sverdlovsk_Oblast,0.49838599999999994
Russia,Tambov_Oblast,0.452521
Russia,Tatarstan,0.548823
Russia,Tomsk_Oblast,0.512788
Russia,Tula_Oblast,0.486412
Russia,Tuva,0.514336
Russia,Tver_Oblast,0.454222
Russia,Tyumen_Oblast,0.49069700000000005
Russia,Udmurtia,0.530436
Russia,Ulyanovsk_Oblast,0.470258
Russia,Vladimir_Oblast,0.471088
Russia,Volgograd_Oblast,0.497787
Russia,Vologda_Oblast,0.498537
Russia,Voronezh_Oblast,0.450162
Russia,Yamalo_Nenets_Autonomous_Okrug,0.596584
Russia,Yaroslavl_Oblast,0.494137
Russia,Zabaykalsky_Krai,0.499146
South_Africa,Eastern_Cape,0.529692
South_Africa,Free_State,0.517763
South_Africa,Gauteng,0.49209899999999995
South_Africa,KwaZulu-Natal,0.519472
South_Africa,Limpopo,0.545401
South_Africa,Mpumalanga,0.526451
South_Africa,Northern_Cape,0.510352
South_Africa,North_West,0.495345
