country,location,artotal
Japan,Tokushima-ken,0.240404
Japan,Tokyo-to,0.232531
Japan,Tottori-ken,0.261788
Japan,Toyama-ken,0.258767
Japan,Wakayama-ken,0.24463200000000002
Japan,Yamagata-ken,0.255245
Japan,Yamaguchi-ken,0.24241100000000002
Japan,Yamanashi-ken,0.262493
Russia,Adygea,0.301223
Russia,Altai_Krai,0.28944200000000003
Russia,Altai_Republic,0.331226
Russia,Amur_Oblast,0.318091
Russia,Arkhangelsk_Oblast,0.32503699999999996
Russia,Astrakhan_Oblast,0.295352
Russia,Bashkortostan,0.330894
Russia,Belgorod_Oblast,0.30227
Russia,Bryansk_Oblast,0.298593
Russia,Buryatia,0.32985
Russia,Chechnya,0.362794
Russia,Chelyabinsk_Oblast,0.325256
Russia,Chukotka,0.380506
Russia,Chuvashia,0.314373
Russia,Dagestan,0.360819
Russia,Ingushetia,0.354646
Russia,Irkutsk_Oblast,0.319349
Russia,Ivanovo_Oblast,0.275555
Russia,Jewish_Autonomous_Oblast,0.311842
Russia,Kabardino_Balkaria,0.359018
Russia,Kaliningrad_Oblast,0.301478
Russia,Kalmykia,0.346009
Russia,Kaluga_Oblast,0.278015
Russia,Kamchatka_Krai,0.311811
Russia,Karachay_Cherkessia,0.332852
Russia,Karelia,0.30091100000000004
Russia,Kemerovo_Oblast,0.30993200000000004
Russia,Khabarovsk_Krai,0.310236
Russia,Khakassia,0.323419
Russia,Khanty_Mansi_Autonomous_Okrug,0.365269
Russia,Kirov_Oblast,0.2963
Russia,Komi_Republic,0.33202800000000005
Russia,Kostroma_Oblast,0.301978
Russia,Krasnodar_Krai,0.313605
Russia,Krasnoyarsk_Krai,0.309079
Russia,Kurgan_Oblast,0.28366199999999997
Russia,Kursk_Oblast,0.264246
Russia,Leningrad_Oblast,0.283087
Russia,Lipetsk_Oblast,0.282306
Russia,Magadan_Oblast,0.336338
Russia,Mari_El,0.305295
Russia,Mordovia,0.315037
Russia,Moscow_Oblast,0.301845
Russia,Moscow,0.316195
Russia,Murmansk_Oblast,0.30485300000000004
Russia,Nenets_Autonomous_Okrug,0.387712
Russia,Nizhny_Novgorod_Oblast,0.317125
Russia,North_Ossetia_Alania,0.34226599999999996
Russia,Novgorod_Oblast,0.287806
Russia,Novosibirsk_Oblast,0.28732199999999997
Russia,Omsk_Oblast,0.295178
Russia,Orenburg_Oblast,0.314786
Russia,Oryol_Oblast,0.28889499999999996
Russia,Penza_Oblast,0.27852
Russia,Perm_Krai,0.310527
Russia,Primorsky_Krai,0.28421
Russia,Pskov_Oblast,0.27355
Russia,Rostov_Oblast,0.301152
Russia,Russian_Federation,0.30898200000000003
Russia,Ryazan_Oblast,0.256772
Russia,Sakha,0.40998900000000005
Russia,Sakhalin_Oblast,0.307998
Russia,Samara_Oblast,0.30191
Russia,Saratov_Oblast,0.293738
Russia,Smolensk_Oblast,0.275333
Russia,St._Petersburg,0.26213800000000004
Russia,Stavropol_Krai,0.32895
Russia,Sverdlovsk_Oblast,0.303647
Russia,Tambov_Oblast,0.263965
Russia,Tatarstan,0.35931
Russia,Tomsk_Oblast,0.31479
Russia,Tula_Oblast,0.28262800000000005
Russia,Tuva,0.393997
Russia,Tver_Oblast,0.262133
Russia,Tyumen_Oblast,0.305106
Russia,Udmurtia,0.34410100000000005
Russia,Ulyanovsk_Oblast,0.271929
Russia,Vladimir_Oblast,0.278123
Russia,Volgograd_Oblast,0.302289
Russia,Vologda_Oblast,0.30961500000000003
Russia,Voronezh_Oblast,0.25497600000000004
Russia,Yamalo_Nenets_Autonomous_Okrug,0.41383500000000006
Russia,Yaroslavl_Oblast,0.294222
Russia,Zabaykalsky_Krai,0.329888
South_Africa,Eastern_Cape,0.395525
South_Africa,Free_State,0.35717899999999997
South_Africa,Gauteng,0.298512
South_Africa,KwaZulu-Natal,0.37342600000000004
South_Africa,Limpopo,0.415757
South_Africa,Mpumalanga,0.37641399999999997
South_Africa,Northern_Cape,0.35593800000000003
South_Africa,North_West,0.335457
South_Africa,Western_Cape,0.31193899999999997
United_States,Alabama,0.298374
United_States,Alaska,0.333296
United_States,Arizona,0.30943000000000004
United_States,Arkansas,0.30506
United_States,California,0.33003499999999997
United_States,Colorado,0.324587
United_States,Connecticut,0.32861599999999996
United_States,Delaware,0.31249299999999997
United_States,District_of_Columbia,0.232908
United_States,Florida,0.279034
United_States,Georgia,0.330511
United_States,Hawaii,0.300284
United_States,Idaho,0.33765700000000004
United_States,Illinois,0.328353
United_States,Indiana,0.319778
United_States,Iowa,0.325946
United_States,Kansas,0.338391
United_States,Kentucky,0.293483
United_States,Louisiana,0.311988
United_States,Maine,0.28675
United_States,Maryland,0.331679
United_States,Massachusetts,0.313245
United_States,Michigan,0.30937800000000004
United_States,Minnesota,0.33260500000000004
United_States,Mississippi,0.310849
United_States,Missouri,0.31135799999999997
United_States,Montana,0.289725
United_States,Nebraska,0.339652
United_States,Nevada,0.301423
United_States,New_Hampshire,0.316195
United_States,New_Jersey,0.325333
United_States,New_Mexico,0.309067
United_States,New_York,0.30641799999999997
United_States,North_Carolina,0.30442800000000003
United_States,North_Dakota,0.29631399999999997
United_States,Ohio,0.311151
United_States,Oklahoma,0.315473
United_States,Oregon,0.29070100000000004
United_States,Pennsylvania,0.299494
United_States,Puerto_Rico,0.287522
United_States,Rhode_Island,0.295668
United_States,South_Carolina,0.298516
United_States,South_Dakota,0.32342600000000005
United_States,Tennessee,0.29688000000000003
United_States,Texas,0.347472
United_States,Utah,0.386946
United_States,Vermont,0.292647
United_States,Virginia,0.314362
United_States,Washington,0.30082600000000004
United_States,West_Virginia,0.258182
United_States,Wisconsin,0.321973
United_States,Wyoming,0.308674
